Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,computer science & engineering, ACT,0.7437343499740577,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ ACT,0.7437343499740577
MCA,computer application, SA,0.27451555415190987,computer application_MCA,50-60,50-60_computer application,MCA_ SA,0.27451555415190987
B.Tech/B.E.,mechanical engineering, QLD,0.6354530893997158,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ QLD,0.6354530893997158
B.Tech/B.E.,information technology, VIC,0.5560468316451984,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.5560468316451984
B.Tech/B.E.,electronics and electrical engineering, NSW,0.707640596449277,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ NSW,0.707640596449277
B.Tech/B.E.,computer science & engineering, VIC,0.6589140291908232,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.6589140291908232
B.Tech/B.E.,computer science & engineering, SA,0.6986171580680819,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.6986171580680819
B.Tech/B.E.,electronics and communication engineering, VIC,0.7527577883552529,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7527577883552529
MCA,computer application, NT,0.5632655823501546,computer application_MCA,70-80,70-80_computer application,MCA_ NT,0.5632655823501546
B.Tech/B.E.,information technology, WA,0.8050937309661849,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ WA,0.8050937309661849
B.Tech/B.E.,electronics and communication engineering, TAS,0.8520156105483995,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.8520156105483995
B.Tech/B.E.,information technology, VIC,0.8971328024543753,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.8971328024543753
B.Tech/B.E.,electronics and communication engineering, NSW,0.7798281034988382,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.7798281034988382
B.Tech/B.E.,electronics and communication engineering, SA,0.640867152428433,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ SA,0.640867152428433
B.Tech/B.E.,information technology, NT,0.5993593358749353,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NT,0.5993593358749353
B.Tech/B.E.,electronics and communication engineering, NT,0.31421868302916856,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.31421868302916856
B.Tech/B.E.,electronics and communication engineering, SA,0.936835931331634,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.936835931331634
B.Tech/B.E.,electronics & telecommunications, WA,0.7256874732116673,electronics & telecommunications_B.Tech/B.E.,80-100,80-100_electronics & telecommunications,B.Tech/B.E._ WA,0.7256874732116673
B.Tech/B.E.,electronics and communication engineering, VIC,0.7256874732116673,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7256874732116673
B.Tech/B.E.,electronics and communication engineering, QLD,0.8097859189244062,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.8097859189244062
B.Tech/B.E.,computer science & engineering, WA,0.4838593245956372,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ WA,0.4838593245956372
B.Tech/B.E.,electronics and communication engineering, TAS,0.936835931331634,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.936835931331634
B.Tech/B.E.,industrial & production engineering, ACT,0.5354733921360734,industrial & production engineering_B.Tech/B.E.,70-80,70-80_industrial & production engineering,B.Tech/B.E._ ACT,0.5354733921360734
B.Tech/B.E.,computer science & engineering, SA,0.7906562295562723,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.7906562295562723
B.Tech/B.E.,computer engineering, NT,0.6354530893997158,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NT,0.6354530893997158
B.Tech/B.E.,computer science & engineering, NSW,0.8520156105483995,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.8520156105483995
B.Tech/B.E.,electronics and communication engineering, WA,0.3467030612014711,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.3467030612014711
B.Tech/B.E.,information technology, NSW,0.18428117033995828,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ NSW,0.18428117033995828
B.Tech/B.E.,electronics and communication engineering, TAS,0.31349680795867274,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ TAS,0.31349680795867274
B.Tech/B.E.,electronics and communication engineering, NSW,0.8213359200523359,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.8213359200523359
B.Tech/B.E.,computer science & engineering, VIC,0.6571093415145842,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.6571093415145842
B.Tech/B.E.,electronics and communication engineering, NT,0.6576507478174559,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NT,0.6576507478174559
B.Tech/B.E.,mechatronics, QLD,0.1301405400527873,mechatronics_B.Tech/B.E.,Below 50,Below 50_mechatronics,B.Tech/B.E._ QLD,0.1301405400527873
B.Tech/B.E.,computer science & engineering, TAS,0.7689999774414041,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.7689999774414041
B.Tech/B.E.,electronics and communication engineering, SA,0.5565882379480701,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ SA,0.5565882379480701
B.Tech/B.E.,computer science & engineering, NT,0.7365155992691014,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.7365155992691014
B.Tech/B.E.,electronics & instrumentation eng, SA,0.9602968711227412,electronics & instrumentation eng_B.Tech/B.E.,80-100,80-100_electronics & instrumentation eng,B.Tech/B.E._ SA,0.9602968711227412
B.Tech/B.E.,electronics and electrical engineering, ACT,0.40084369148864185,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ ACT,0.40084369148864185
B.Tech/B.E.,computer engineering, TAS,0.9242031175979607,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ TAS,0.9242031175979607
B.Tech/B.E.,information technology, QLD,0.7184687225067111,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.7184687225067111
B.Tech/B.E.,electronics and communication engineering, TAS,0.6318437140472378,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.6318437140472378
B.Tech/B.E.,information technology, TAS,0.6534999661621063,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ TAS,0.6534999661621063
B.Tech/B.E.,mechanical engineering, SA,0.6895937196868868,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ SA,0.6895937196868868
B.Tech/B.E.,computer science & engineering, SA,0.8520156105483995,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.8520156105483995
B.Tech/B.E.,information technology, SA,0.7365155992691014,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ SA,0.7365155992691014
B.Tech/B.E.,electronics and communication engineering, WA,0.48746869994811537,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.48746869994811537
B.Tech/B.E.,computer engineering, ACT,0.882695301044463,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ ACT,0.882695301044463
B.Tech/B.E.,electronics and electrical engineering, QLD,0.8177265446998577,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ QLD,0.8177265446998577
B.Tech/B.E.,instrumentation and control engineering, QLD,0.7906562295562723,instrumentation and control engineering_B.Tech/B.E.,80-100,80-100_instrumentation and control engineering,B.Tech/B.E._ QLD,0.7906562295562723
B.Tech/B.E.,computer science & engineering, ACT,0.5452187055877643,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.5452187055877643
B.Tech/B.E.,computer science & engineering, QLD,0.8339687337860092,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.8339687337860092
MCA,computer application, ACT,0.5271718288253741,computer application_MCA,70-80,70-80_computer application,MCA_ ACT,0.5271718288253741
B.Tech/B.E.,computer science & engineering, SA,0.40084369148864185,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.40084369148864185
B.Tech/B.E.,computer science & engineering, TAS,0.23842180062712914,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ TAS,0.23842180062712914
B.Tech/B.E.,electronics and communication engineering, ACT,0.4333280696609444,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ ACT,0.4333280696609444
B.Tech/B.E.,computer science & engineering, NSW,0.9404453066841122,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.9404453066841122
B.Tech/B.E.,electronics & telecommunications, NSW,0.5903358974937402,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ NSW,0.5903358974937402
B.Tech/B.E.,computer science & engineering, NT,0.6101874619323694,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.6101874619323694
B.Tech/B.E.,computer science & engineering, VIC,0.8917187394256582,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ VIC,0.8917187394256582
B.Tech/B.E.,mechanical engineering, NSW,0.7545624760314918,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ NSW,0.7545624760314918
B.Tech/B.E.,computer science & engineering, SA,0.5452187055877643,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ SA,0.5452187055877643
B.Tech/B.E.,computer engineering, NSW,0.8790859256919848,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NSW,0.8790859256919848
B.Tech/B.E.,computer engineering, VIC,0.41708588057479334,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ VIC,0.41708588057479334
B.Tech/B.E.,electronics and communication engineering, ACT,0.6733515306007355,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.6733515306007355
B.Tech/B.E.,computer engineering, SA,0.5777030837600668,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.5777030837600668
B.Tech/B.E.,computer science & engineering, SA,0.4369374450134226,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.4369374450134226
B.Tech/B.E.,computer engineering, NSW,0.5975546481986963,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NSW,0.5975546481986963
B.Tech/B.E.,information technology, QLD,0.44054682036590054,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ QLD,0.44054682036590054
B.Tech/B.E.,computer engineering, SA,0.5885312098175012,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.5885312098175012
B.Tech/B.E.,electronics and electrical engineering, ACT,0.4333280696609444,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ ACT,0.4333280696609444
B.Tech/B.E.,electronics & telecommunications, QLD,0.5091249520629838,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ QLD,0.5091249520629838
B.Tech/B.E.,computer science & engineering, WA,0.8339687337860092,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ WA,0.8339687337860092
B.Tech/B.E.,information technology, WA,0.28895305556182194,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ WA,0.28895305556182194
B.Tech/B.E.,computer engineering, SA,0.8375781091384874,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ SA,0.8375781091384874
B.Tech/B.E.,information technology, WA,0.46039838480452977,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.46039838480452977
B.Tech/B.E.,electronics and instrumentation engineering, NT,0.6895937196868868,electronics and instrumentation engineering_B.Tech/B.E.,80-100,80-100_electronics and instrumentation engineering,B.Tech/B.E._ NT,0.6895937196868868
B.Tech/B.E.,electronics and communication engineering, TAS,0.9783437478851317,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.9783437478851317
B.Tech/B.E.,information technology, VIC,0.41528119289855414,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ VIC,0.41528119289855414
B.Tech/B.E.,electronics and communication engineering, ACT,0.9314218683029168,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.9314218683029168
B.Tech/B.E.,computer science & engineering, TAS,0.7798281034988382,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.7798281034988382
B.Tech/B.E.,electronics and communication engineering, WA,0.9530781204177851,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.9530781204177851
B.Tech/B.E.,mechanical engineering, SA,0.7798281034988382,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ SA,0.7798281034988382
